COD_UF;COD_MUN;COD_DISTRITO;COD_SUBDISTR;SITUACAO;TIPO;TITULO;NOME;NUMERO_VAL;NUMERO_MOD;LONGITUDE;LATITUDE;LOCALIDADE;ESPECIE;CEP
31;30101;5;0;2;RUA;;ALEM PARAIBA;78;;44 20 15.0600 W;20 04 44.0400 S;PLANALTO;1;32900000
31;30101;5;0;2;RUA;;ALEM PARAIBA;210;;44 20 15.0600 W;20 04 44.0400 S;PLANALTO;1;32900000
31;30101;5;0;2;RUA;;ALEM PARAIBA;430;;44 20 8.7480 W;20 04 41.7720 S;PLANALTO;1;32900000
31;30101;5;0;2;RUA;;ALEM PARAIBA;430;B      ;44 20 2.5140 W;20 04 39.4320 S;PLANALTO;1;32900000
31;30101;5;0;2;RUA;;ALEM PARAIBA;0;;44 20 8.7480 W;20 04 41.7720 S;PLANALTO;6;32900000
31;30101;5;0;2;RUA;;ALEM PARAIBA;338;;44 20 8.7480 W;20 04 41.7720 S;PLANALTO;1;32900000
31;30101;5;0;2;RUA;;ALEM PARAIBA;0;;44 20 2.5140 W;20 04 39.4320 S;PLANALTO;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 29.6640 W;20 05 7.5240 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 30.1020 W;20 05 6.9480 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 40.9380 W;20 05 0.4380 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 39.9360 W;20 04 56.0580 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 13.9320 W;20 04 46.4220 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 46.0080 W;20 04 54.0720 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 42.9240 W;20 05 15.1980 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 43.9380 W;20 05 15.8160 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 43.9380 W;20 05 15.8160 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;RUA;;DO MOSQUITO;0;;44 19 40.7940 W;20 05 19.2600 S;VISTA ALEGRE;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;0;SN     ;44 21 9.8580 W;20 06 23.6640 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;0;SN     ;44 21 3.9540 W;20 05 5.5860 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;0;SN     ;44 21 3.9660 W;20 05 5.5980 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;0;SN     ;44 21 3.8340 W;20 05 5.8320 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;0;SN     ;44 21 3.3900 W;20 05 6.4800 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;RUA;;RIO DOCE;345;;44 21 48.2520 W;20 05 30.5160 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;RIO DOCE;345;;44 21 48.4260 W;20 05 30.4020 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;RIO DOCE;285;;44 21 49.2120 W;20 05 27.0180 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;RIO DOCE;235;;44 21 49.2120 W;20 05 27.0180 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 24.7680 W;20 06 7.4460 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 24.7680 W;20 06 7.4460 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;8;;44 21 19.5240 W;20 05 52.9920 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;18;;44 21 26.5260 W;20 06 2.5020 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;20;;44 21 16.8360 W;20 06 7.6560 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;20;;44 21 16.8480 W;20 06 7.5360 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;20;;44 21 16.8480 W;20 06 7.5360 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;43;;44 21 21.9480 W;20 06 6.2460 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;14;;44 21 16.8780 W;20 06 7.6140 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 16.8780 W;20 06 7.6140 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 16.8780 W;20 06 7.6140 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 16.8780 W;20 06 7.6140 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 14.7780 W;20 06 10.0440 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 14.8980 W;20 06 9.9480 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 14.8980 W;20 06 9.9480 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 14.8980 W;20 06 9.9480 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 14.8980 W;20 06 9.9480 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 2.5620 W;20 05 44.4240 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 2.5620 W;20 05 44.4240 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 2.5620 W;20 05 44.4240 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 51.4440 W;20 05 36.7080 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 49.7640 W;20 05 34.6800 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 49.7640 W;20 05 34.6800 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 49.7640 W;20 05 34.6800 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 48.3840 W;20 05 31.5300 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 48.3840 W;20 05 31.5300 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 48.3840 W;20 05 31.5300 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;A;0;SN     ;44 20 12.3120 W;20 06 30.4680 S;RESIDENCIAL COQUEIROS;1;32900000
31;30101;5;0;2;RUA;;NOVE;472;;44 20 58.9740 W;20 06 10.5180 S;FAZENDA MIRANTE;7;32900000
31;30101;5;0;2;RUA;;NOVE;492;;44 20 58.1340 W;20 06 15.4980 S;FAZENDA MIRANTE;1;32900000
31;30101;5;0;2;RUA;;NOVE;0;SN     ;44 21 0.1740 W;20 06 21.6060 S;FAZENDA MIRANTE;7;32900000
31;30101;5;0;2;RUA;;NOVE;730;;44 21 0.1740 W;20 06 21.6060 S;FAZENDA MIRANTE;1;32900000
31;30101;5;0;2;RUA;;NOVE;744;;44 21 0.2820 W;20 06 22.9800 S;FAZENDA MIRANTE;1;32900000
31;30101;5;0;2;RUA;;NOVE;1445;;44 21 0.3300 W;20 06 22.6200 S;FAZENDA MIRANTE;1;32900000
31;30101;5;0;2;RUA;;OITO;399;;44 20 58.9740 W;20 06 10.5180 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;ESTRADA SEM NOME;0;SN     ;44 21 7.6080 W;20 06 13.4160 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;ESTRADA SEM NOME;0;SN     ;44 21 6.1620 W;20 06 14.1180 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;ESTRADA SEM NOME;0;SN     ;44 21 9.8580 W;20 06 23.6640 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;ESTRADA SEM NOME;0;SN     ;44 21 9.8520 W;20 06 23.7180 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;ESTRADA SEM NOME;0;SN     ;44 21 7.5480 W;20 06 25.0560 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;100;;44 21 29.1900 W;20 06 24.1920 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 19.8960 W;20 06 25.9380 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 19.8960 W;20 06 25.9380 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 19.8960 W;20 06 25.9380 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 8.8980 W;20 06 37.5960 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 8.8980 W;20 06 37.5960 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 16.1580 W;20 06 26.7120 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 19.3860 W;20 06 23.0460 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 19.2720 W;20 06 22.3500 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 19.2720 W;20 06 22.3500 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 18.4380 W;20 06 16.7040 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 18.4560 W;20 06 14.0580 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 18.3960 W;20 06 10.7940 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;16;;44 21 18.3960 W;20 06 10.7940 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;APOCALIPSE;0;SN     ;44 21 17.8920 W;20 06 8.1240 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 50.8380 W;20 05 16.6140 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 16.0140 W;20 06 9.0120 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 54.3000 W;20 05 25.8180 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 54.3000 W;20 05 25.8180 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 54.3000 W;20 05 25.8180 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 57.4200 W;20 05 26.2020 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 20 54.7800 W;20 05 23.4840 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;51;;44 21 27.5880 W;20 06 1.6080 S;BATATAL;7;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;45;;44 21 27.4860 W;20 06 1.9019 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;63;;44 21 26.4000 W;20 06 3.1500 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;63;;44 21 26.9520 W;20 06 3.0060 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 25.2600 W;20 06 33.0420 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 28.0080 W;20 06 31.3020 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 28.0080 W;20 06 31.3020 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 28.0080 W;20 06 31.3020 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 29.1900 W;20 06 24.1920 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 29.0280 W;20 06 24.1680 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 29.1900 W;20 06 24.1920 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;63;;44 21 26.9520 W;20 06 3.0060 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 24.5220 W;20 06 6.0660 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 24.5220 W;20 06 6.0660 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 4.8780 W;20 06 7.7100 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;PRINCIPAL;0;SN     ;44 21 3.3900 W;20 05 6.4800 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 40.3140 W;20 06 8.5980 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 39.8040 W;20 06 10.1940 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;200;;44 21 40.6980 W;20 06 7.0620 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;200;;44 21 40.7280 W;20 06 7.0140 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 44.8320 W;20 05 55.4760 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 44.9400 W;20 05 55.5900 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 44.8320 W;20 05 55.4760 S;BATATAL;3;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 44.8320 W;20 05 55.4760 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 39.8760 W;20 05 59.7780 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 39.8760 W;20 05 59.7780 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 39.8760 W;20 05 59.7780 S;BATATAL;6;32900000
31;30101;5;0;2;RUA;;BATATAL;100;;44 21 37.2960 W;20 05 15.2700 S;BATATAL;1;32900000
31;30101;5;0;2;RUA;;BATATAL;0;SN     ;44 21 36.7560 W;20 06 4.7820 S;BATATAL;3;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;350;;44 21 14.9580 W;20 05 23.1540 S;BATATAL;7;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;242;;44 21 18.0840 W;20 05 23.9880 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;250;;44 21 21.8040 W;20 05 24.9360 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;11;;44 21 21.8040 W;20 05 24.9360 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;22;;44 21 24.1080 W;20 05 33.1680 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;15;;44 21 24.7020 W;20 05 32.8560 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;15;;44 21 24.9120 W;20 05 32.7480 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;45;;44 21 24.4200 W;20 05 33.3240 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;1;;44 21 24.9600 W;20 05 32.8680 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;0;SN     ;44 21 40.8180 W;20 05 33.6240 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;0;SN     ;44 21 40.8240 W;20 05 33.5940 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;0;SN     ;44 21 35.2740 W;20 05 56.7600 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;0;SN     ;44 21 35.2740 W;20 05 56.7600 S;BATATAL;6;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;51;;44 21 27.5340 W;20 05 59.6400 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;55;;44 21 27.5340 W;20 05 59.6400 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;55;;44 21 28.2120 W;20 06 1.6620 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;51;;44 21 31.0080 W;20 06 1.5240 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;0;SN     ;44 21 26.6340 W;20 05 56.2680 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;BATATAL;0;SN     ;44 21 15.8760 W;20 05 19.1880 S;BATATAL;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1761;;44 21 21.7680 W;20 05 3.7500 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1761;;44 21 21.7680 W;20 05 3.7500 S;SAO FRANCISCO;6;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1000;;44 21 21.7680 W;20 05 3.7500 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1000;;44 21 21.7680 W;20 05 3.7500 S;SAO FRANCISCO;6;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1899;;44 21 24.2640 W;20 05 4.3320 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1899;;44 21 25.5660 W;20 05 3.4440 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;0;SN     ;44 21 23.9520 W;20 05 4.4880 S;SAO FRANCISCO;1;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1999;;44 21 33.9720 W;20 05 4.7160 S;SAO FRANCISCO;6;32900000
31;30101;5;0;2;ESTRADA;;VARGINHA;1843;;44 21 23.9520 W;20 05 4.4880 S;SAO FRANCISCO;7;32900000
